Report_ID,User_ID,Group_ID,Category,Item,Damage_Rate,Lat,Lng,Report_Date,Dept,Manager,Contact,Status
REP_SEO_00167,USER_55015,GRP_SEO_0013,보호시설물,보호시설물볼라드,2,37.580227,127.064321,2024-04-03,시설관리과,이지훈,010-9234-5678,신고접수
REP_SEO_00168,USER_78690,GRP_SEO_0006,통행시설물,점자블록,3,37.521374,127.030822,2025-04-23,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00169,USER_54350,GRP_SEO_0040,휴게시설물,등받이있는벤치,2,37.638233,127.114804,2025-03-02,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00170,USER_83133,GRP_SEO_0039,휴게시설물,등받이없는벤치,2,37.583736,127.001722,2024-04-07,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00171,USER_53694,GRP_SEO_0025,통행시설물,트랜치,3,37.508531,126.900538,2025-10-09,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00172,USER_21104,GRP_SEO_0038,통행시설물,보도블록,1,37.510251,127.081211,2025-03-07,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00173,USER_97878,GRP_SEO_0036,통행시설물,보차도경계석,1,37.645337,127.081027,2025-07-23,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00174,USER_73736,GRP_SEO_0033,휴게시설물,등받이없는벤치,2,37.597219,126.893193,2024-09-06,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00175,USER_80748,GRP_SEO_0015,휴게시설물,등받이있는벤치,2,37.626227,127.111211,2024-05-13,공원녹지과,윤서연,010-3344-5566,신고접수
REP_SEO_00176,USER_30218,GRP_SEO_0034,통행시설물,보차도경계석,2,37.611726,126.958618,2024-06-13,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00177,USER_57749,GRP_SEO_0012,통행시설물,점자블록,1,37.498068,126.945076,2025-04-23,도로과,김도현,010-3245-8612,처리진행중
REP_SEO_00178,USER_41348,GRP_SEO_0047,통행시설물,보도블록,1,37.602584,126.975697,2025-05-04,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00179,USER_60052,GRP_SEO_0031,휴게시설물,등받이있는벤치,2,37.548567,127.032746,2025-05-17,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00180,USER_42768,GRP_SEO_0034,통행시설물,보차도경계석,1,37.611803,126.958583,2025-10-11,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00181,USER_47363,GRP_SEO_0042,휴게시설물,등받이있는벤치,3,37.499129,127.000911,2025-07-12,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00182,USER_39102,GRP_SEO_0049,휴게시설물,등받이있는벤치,1,37.525836,126.878557,2025-04-22,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00183,USER_60615,GRP_SEO_0023,보호시설물,보호시설물볼라드,2,37.551278,126.879178,2025-06-28,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00184,USER_29142,GRP_SEO_0024,보호시설물,보호시설물볼라드,2,37.520028,127.004741,2025-11-26,시설관리과,이지훈,010-9234-5678,처리완료
REP_SEO_00185,USER_10688,GRP_SEO_0003,휴게시설물,등받이있는벤치,2,37.582389,126.869283,2025-05-25,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00186,USER_24573,GRP_SEO_0002,통행시설물,보도블록,2,37.507975,126.889791,2025-10-15,도로과,조성민,010-2233-4455,신고접수
REP_SEO_00187,USER_91633,GRP_SEO_0019,휴게시설물,등받이있는벤치,2,37.585454,126.909555,2025-04-04,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00188,USER_41711,GRP_SEO_0005,휴게시설물,등받이없는벤치,2,37.577528,127.067727,2025-11-08,공원녹지과,박민지,010-7821-3456,신고접수
REP_SEO_00189,USER_34551,GRP_SEO_0010,보호시설물,보호시설물볼라드,2,37.624795,127.034981,2024-10-03,시설관리과,정현우,010-8877-6655,처리진행중
REP_SEO_00190,USER_76535,GRP_SEO_0043,휴게시설물,등받이있는벤치,2,37.646285,127.01458,2025-07-22,공원녹지과,박민지,010-7821-3456,처리진행중
REP_SEO_00191,USER_43246,GRP_SEO_0002,통행시설물,보도블록,3,37.508002,126.889718,2025-03-02,도로과,조성민,010-2233-4455,신고접수
REP_SEO_00192,USER_86271,GRP_SEO_0002,통행시설물,보도블록,1,37.507995,126.889637,2025-11-04,도로과,김도현,010-3245-8612,신고접수
REP_SEO_00193,USER_99742,GRP_SEO_0049,휴게시설물,등받이있는벤치,1,37.525871,126.878476,2025-11-19,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00194,USER_69988,GRP_SEO_0045,통행시설물,맨홀,2,37.52873,127.112942,2024-04-04,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00195,USER_77552,GRP_SEO_0019,휴게시설물,등받이있는벤치,3,37.585447,126.909688,2024-12-19,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00196,USER_16265,GRP_SEO_0035,통행시설물,보차도경계석,1,37.556731,126.991487,2024-08-13,도로과,조성민,010-2233-4455,처리진행중
REP_SEO_00197,USER_60678,GRP_SEO_0022,휴게시설물,등받이없는벤치,2,37.522748,126.869369,2025-03-15,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00198,USER_65640,GRP_SEO_0012,통행시설물,점자블록,3,37.498001,126.945021,2024-10-30,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00199,USER_20494,GRP_SEO_0028,통행시설물,맨홀,2,37.569092,126.886428,2024-11-26,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00200,USER_56077,GRP_SEO_0043,휴게시설물,등받이있는벤치,2,37.646327,127.014474,2024-07-19,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00201,USER_17518,GRP_SEO_0003,휴게시설물,등받이있는벤치,2,37.582477,126.869299,2024-11-07,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00202,USER_89635,GRP_SEO_0043,휴게시설물,등받이있는벤치,1,37.646395,127.014457,2024-03-02,공원녹지과,박민지,010-7821-3456,처리진행중
REP_SEO_00203,USER_84349,GRP_SEO_0029,휴게시설물,등받이없는벤치,2,37.626989,126.904237,2025-02-04,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00204,USER_20077,GRP_SEO_0039,휴게시설물,등받이없는벤치,2,37.583757,127.001686,2025-02-14,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00205,USER_13396,GRP_SEO_0009,보호시설물,보호시설물볼라드,3,37.501871,126.970159,2024-10-12,시설관리과,정현우,010-8877-6655,신고접수
REP_SEO_00206,USER_44116,GRP_SEO_0012,통행시설물,점자블록,1,37.498002,126.944999,2024-05-30,도로과,조성민,010-2233-4455,신고접수
REP_SEO_00207,USER_19706,GRP_SEO_0029,휴게시설물,등받이없는벤치,1,37.627025,126.904346,2024-08-22,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00208,USER_18511,GRP_SEO_0012,통행시설물,점자블록,2,37.498082,126.945011,2024-12-23,도로과,김도현,010-3245-8612,처리진행중
REP_SEO_00209,USER_57381,GRP_SEO_0035,통행시설물,보차도경계석,1,37.556694,126.99154,2025-11-14,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00210,USER_13445,GRP_SEO_0015,휴게시설물,등받이있는벤치,2,37.626052,127.11122,2024-09-29,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00211,USER_21300,GRP_SEO_0036,통행시설물,보차도경계석,2,37.645376,127.080963,2024-06-11,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00212,USER_63665,GRP_SEO_0020,통행시설물,보도블록,2,37.511941,126.970085,2025-07-22,도로과,강민혁,010-5566-7788,처리진행중
REP_SEO_00213,USER_77811,GRP_SEO_0005,휴게시설물,등받이없는벤치,2,37.577531,127.067609,2025-05-05,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00214,USER_17263,GRP_SEO_0009,보호시설물,보호시설물볼라드,2,37.50194,126.970235,2024-06-11,시설관리과,이지훈,010-9234-5678,처리완료
REP_SEO_00215,USER_78012,GRP_SEO_0034,통행시설물,보차도경계석,2,37.611749,126.958584,2024-09-17,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00216,USER_49691,GRP_SEO_0006,통행시설물,점자블록,1,37.521323,127.030914,2024-11-07,도로과,조성민,010-2233-4455,처리진행중
REP_SEO_00217,USER_96341,GRP_SEO_0035,통행시설물,보차도경계석,1,37.556655,126.991608,2025-09-16,도로과,조성민,010-2233-4455,처리진행중
REP_SEO_00218,USER_13718,GRP_SEO_0047,통행시설물,보도블록,3,37.602717,126.975675,2024-03-13,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00219,USER_84991,GRP_SEO_0003,휴게시설물,등받이있는벤치,1,37.582521,126.869271,2025-11-27,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00220,USER_73300,GRP_SEO_0040,휴게시설물,등받이있는벤치,3,37.638329,127.114829,2025-11-18,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00221,USER_64476,GRP_SEO_0044,통행시설물,맨홀,1,37.506166,126.997823,2024-04-01,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00222,USER_55268,GRP_SEO_0030,통행시설물,맨홀,2,37.615634,126.982448,2024-12-22,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00223,USER_26059,GRP_SEO_0009,보호시설물,보호시설물볼라드,1,37.501917,126.970182,2024-12-22,시설관리과,이지훈,010-9234-5678,처리완료
REP_SEO_00224,USER_64805,GRP_SEO_0029,휴게시설물,등받이없는벤치,3,37.627032,126.904243,2025-02-27,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00225,USER_75308,GRP_SEO_0011,휴게시설물,등받이없는벤치,2,37.605468,127.015593,2024-08-12,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00226,USER_76249,GRP_SEO_0030,통행시설물,맨홀,3,37.615693,126.982388,2024-05-02,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00227,USER_95755,GRP_SEO_0016,통행시설물,점자블록,2,37.530809,127.044319,2024-11-14,도로과,김도현,010-3245-8612,처리진행중
REP_SEO_00228,USER_44664,GRP_SEO_0031,휴게시설물,등받이있는벤치,1,37.548444,127.032709,2025-04-16,공원녹지과,박민지,010-7821-3456,신고접수
REP_SEO_00229,USER_35513,GRP_SEO_0024,보호시설물,보호시설물볼라드,2,37.520136,127.00475,2024-03-23,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00230,USER_91689,GRP_SEO_0036,통행시설물,보차도경계석,1,37.645319,127.080946,2025-08-16,도로과,강민혁,010-5566-7788,처리진행중
REP_SEO_00231,USER_54444,GRP_SEO_0040,휴게시설물,등받이있는벤치,2,37.638225,127.114924,2025-02-16,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00232,USER_15100,GRP_SEO_0024,보호시설물,보호시설물볼라드,1,37.520134,127.004717,2025-06-26,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00233,USER_77568,GRP_SEO_0046,통행시설물,점자블록,2,37.644086,127.12938,2024-07-01,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00234,USER_49221,GRP_SEO_0021,통행시설물,보도블록,2,37.598048,127.104391,2025-10-23,도로과,강민혁,010-5566-7788,처리진행중
REP_SEO_00235,USER_12180,GRP_SEO_0022,휴게시설물,등받이없는벤치,1,37.522794,126.869311,2025-08-29,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00236,USER_72205,GRP_SEO_0022,휴게시설물,등받이없는벤치,1,37.522828,126.869405,2025-11-05,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00237,USER_32349,GRP_SEO_0042,휴게시설물,등받이있는벤치,2,37.499189,127.000992,2024-03-23,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00238,USER_41745,GRP_SEO_0041,통행시설물,보차도경계석,3,37.524554,126.929908,2024-06-30,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00239,USER_29848,GRP_SEO_0037,휴게시설물,등받이있는벤치,2,37.628725,126.946471,2025-04-26,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00240,USER_18163,GRP_SEO_0045,통행시설물,맨홀,3,37.528675,127.113006,2025-05-27,도로과,조성민,010-2233-4455,신고접수
REP_SEO_00241,USER_32699,GRP_SEO_0009,보호시설물,보호시설물볼라드,2,37.501868,126.970191,2025-07-22,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00242,USER_44650,GRP_SEO_0035,통행시설물,보차도경계석,3,37.556705,126.991551,2025-11-19,도로과,조성민,010-2233-4455,처리진행중
REP_SEO_00243,USER_49008,GRP_SEO_0031,휴게시설물,등받이있는벤치,3,37.548425,127.032757,2024-09-17,공원녹지과,윤서연,010-3344-5566,신고접수
REP_SEO_00244,USER_83464,GRP_SEO_0019,휴게시설물,등받이있는벤치,2,37.585548,126.909668,2024-12-20,공원녹지과,윤서연,010-3344-5566,신고접수
REP_SEO_00245,USER_61712,GRP_SEO_0018,통행시설물,보차도경계석,3,37.600758,127.058244,2025-02-22,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00246,USER_67983,GRP_SEO_0050,휴게시설물,등받이없는벤치,2,37.582132,126.926691,2024-04-20,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00247,USER_27992,GRP_SEO_0017,보호시설물,보호시설물볼라드,2,37.511887,126.962971,2025-08-28,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00248,USER_40518,GRP_SEO_0040,휴게시설물,등받이있는벤치,1,37.638349,127.114777,2025-07-27,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00249,USER_82135,GRP_SEO_0007,휴게시설물,등받이없는벤치,1,37.610186,126.906345,2024-06-19,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00250,USER_47649,GRP_SEO_0027,통행시설물,점자블록,2,37.54476,127.149301,2025-06-02,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00251,USER_80143,GRP_SEO_0019,휴게시설물,등받이있는벤치,2,37.585536,126.909712,2025-11-28,공원녹지과,박민지,010-7821-3456,신고접수
REP_SEO_00252,USER_33040,GRP_SEO_0047,통행시설물,보도블록,3,37.602707,126.975615,2025-04-02,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00253,USER_11214,GRP_SEO_0026,통행시설물,보차도경계석,3,37.608315,126.984183,2024-11-22,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00254,USER_94058,GRP_SEO_0037,휴게시설물,등받이있는벤치,2,37.628656,126.946635,2024-11-17,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00255,USER_24764,GRP_SEO_0034,통행시설물,보차도경계석,1,37.611818,126.958739,2025-05-24,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00256,USER_48669,GRP_SEO_0011,휴게시설물,등받이없는벤치,2,37.605452,127.015536,2024-02-14,공원녹지과,박민지,010-7821-3456,처리진행중
REP_SEO_00257,USER_77538,GRP_SEO_0044,통행시설물,맨홀,3,37.506236,126.997767,2025-03-21,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00258,USER_42512,GRP_SEO_0006,통행시설물,점자블록,2,37.521353,127.030806,2025-06-02,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00259,USER_85088,GRP_SEO_0017,보호시설물,보호시설물볼라드,2,37.511815,126.963018,2025-01-02,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00260,USER_30934,GRP_SEO_0017,보호시설물,보호시설물볼라드,2,37.511869,126.963067,2024-05-31,시설관리과,이지훈,010-9234-5678,처리완료
REP_SEO_00261,USER_93717,GRP_SEO_0044,통행시설물,맨홀,2,37.506185,126.997911,2024-12-14,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00262,USER_89395,GRP_SEO_0024,보호시설물,보호시설물볼라드,1,37.520106,127.004721,2025-06-03,시설관리과,이지훈,010-9234-5678,처리완료
REP_SEO_00263,USER_99173,GRP_SEO_0027,통행시설물,점자블록,2,37.54477,127.149307,2024-09-10,도로과,조성민,010-2233-4455,신고접수
REP_SEO_00264,USER_20237,GRP_SEO_0039,휴게시설물,등받이없는벤치,2,37.5839,127.001612,2025-07-24,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00265,USER_29641,GRP_SEO_0008,통행시설물,점자블록,2,37.541054,126.905099,2024-08-25,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00266,USER_74071,GRP_SEO_0021,통행시설물,보도블록,2,37.598032,127.104415,2024-08-28,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00267,USER_83912,GRP_SEO_0033,휴게시설물,등받이없는벤치,2,37.597236,126.893131,2025-07-09,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00268,USER_10395,GRP_SEO_0036,통행시설물,보차도경계석,2,37.645354,127.08103,2024-02-22,도로과,조성민,010-2233-4455,신고접수
REP_SEO_00269,USER_17897,GRP_SEO_0014,휴게시설물,등받이없는벤치,2,37.594124,127.084099,2024-04-05,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00270,USER_94656,GRP_SEO_0031,휴게시설물,등받이있는벤치,3,37.548393,127.032789,2025-11-17,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00271,USER_96742,GRP_SEO_0024,보호시설물,보호시설물볼라드,1,37.520182,127.004754,2025-02-18,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00272,USER_26691,GRP_SEO_0009,보호시설물,보호시설물볼라드,2,37.501895,126.970148,2025-08-03,시설관리과,이지훈,010-9234-5678,신고접수
REP_SEO_00273,USER_81361,GRP_SEO_0015,휴게시설물,등받이있는벤치,2,37.626194,127.111331,2025-05-19,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00274,USER_34704,GRP_SEO_0035,통행시설물,보차도경계석,1,37.556712,126.991526,2025-01-19,도로과,강민혁,010-5566-7788,신고접수
REP_SEO_00275,USER_12050,GRP_SEO_0049,휴게시설물,등받이있는벤치,2,37.525827,126.878629,2025-10-21,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00276,USER_16380,GRP_SEO_0014,휴게시설물,등받이없는벤치,2,37.594022,127.084209,2025-10-04,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00277,USER_47914,GRP_SEO_0048,보호시설물,보호시설물볼라드,1,37.557195,127.010085,2024-03-28,시설관리과,이지훈,010-9234-5678,처리완료
REP_SEO_00278,USER_28777,GRP_SEO_0047,통행시설물,보도블록,1,37.602652,126.975723,2024-12-24,도로과,조성민,010-2233-4455,처리진행중
REP_SEO_00279,USER_32955,GRP_SEO_0034,통행시설물,보차도경계석,3,37.611763,126.958611,2025-08-23,도로과,김도현,010-3245-8612,처리진행중
REP_SEO_00280,USER_78742,GRP_SEO_0044,통행시설물,맨홀,2,37.50617,126.997831,2025-11-19,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00281,USER_72065,GRP_SEO_0045,통행시설물,맨홀,2,37.528718,127.112935,2024-08-06,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00282,USER_64592,GRP_SEO_0015,휴게시설물,등받이있는벤치,2,37.626088,127.111322,2024-03-30,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00283,USER_68954,GRP_SEO_0034,통행시설물,보차도경계석,2,37.611746,126.958599,2025-01-03,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00284,USER_89294,GRP_SEO_0006,통행시설물,점자블록,2,37.52138,127.030953,2024-10-31,도로과,김도현,010-3245-8612,처리진행중
REP_SEO_00285,USER_53642,GRP_SEO_0003,휴게시설물,등받이있는벤치,1,37.582506,126.869155,2025-06-04,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00286,USER_89220,GRP_SEO_0001,휴게시설물,등받이있는벤치,3,37.489069,126.939697,2025-06-04,공원녹지과,박민지,010-7821-3456,신고접수
REP_SEO_00287,USER_79946,GRP_SEO_0014,휴게시설물,등받이없는벤치,2,37.594088,127.084138,2024-11-15,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00288,USER_71537,GRP_SEO_0023,보호시설물,보호시설물볼라드,1,37.551154,126.879167,2025-05-22,시설관리과,정현우,010-8877-6655,신고접수
REP_SEO_00289,USER_39002,GRP_SEO_0021,통행시설물,보도블록,2,37.598044,127.104401,2024-03-17,도로과,강민혁,010-5566-7788,신고접수
REP_SEO_00290,USER_53236,GRP_SEO_0010,보호시설물,보호시설물볼라드,1,37.62474,127.035091,2024-11-28,시설관리과,정현우,010-8877-6655,처리완료
REP_SEO_00291,USER_54245,GRP_SEO_0025,통행시설물,트랜치,3,37.508588,126.900442,2025-12-01,도로과,조성민,010-2233-4455,처리완료
REP_SEO_00292,USER_56160,GRP_SEO_0049,휴게시설물,등받이있는벤치,1,37.525969,126.878661,2025-05-16,공원녹지과,윤서연,010-3344-5566,처리완료
REP_SEO_00293,USER_19742,GRP_SEO_0009,보호시설물,보호시설물볼라드,1,37.501909,126.970177,2025-07-20,시설관리과,이지훈,010-9234-5678,처리진행중
REP_SEO_00294,USER_11198,GRP_SEO_0004,휴게시설물,등받이있는벤치,2,37.521128,127.006536,2024-04-09,공원녹지과,박민지,010-7821-3456,처리완료
REP_SEO_00295,USER_79758,GRP_SEO_0033,휴게시설물,등받이없는벤치,1,37.597238,126.893132,2025-06-13,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_SEO_00296,USER_12246,GRP_SEO_0027,통행시설물,점자블록,3,37.544632,127.14923,2025-08-01,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00297,USER_78732,GRP_SEO_0045,통행시설물,맨홀,3,37.528769,127.113067,2024-05-19,도로과,김도현,010-3245-8612,처리완료
REP_SEO_00298,USER_20357,GRP_SEO_0016,통행시설물,점자블록,2,37.530804,127.044354,2024-10-30,도로과,강민혁,010-5566-7788,처리완료
REP_SEO_00299,USER_20566,GRP_SEO_0026,통행시설물,보차도경계석,1,37.608249,126.984194,2024-09-18,도로과,조성민,010-2233-4455,처리진행중
REP_SEO_00300,USER_17355,GRP_SEO_0042,휴게시설물,등받이있는벤치,2,37.499185,127.000856,2025-02-20,공원녹지과,윤서연,010-3344-5566,처리진행중
REP_BUS_00001,USER_70012,GRP_BUS_0005,통행시설물,트랜치,2,35.110636,129.182645,2025-09-30,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00002,USER_53193,GRP_BUS_0009,통행시설물,점자블록,2,35.209292,129.038923,2025-10-27,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00003,USER_36326,GRP_BUS_0022,통행시설물,맨홀,2,35.180934,129.042901,2024-12-03,도로과,최정우,010-5678-1234,처리완료
REP_BUS_00004,USER_92955,GRP_BUS_0021,통행시설물,맨홀,2,35.126936,129.150274,2024-11-24,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00005,USER_83905,GRP_BUS_0016,통행시설물,보차도경계석,1,35.187497,129.073583,2025-02-07,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00006,USER_48185,GRP_BUS_0012,휴게시설물,등받이있는벤치,2,35.145155,129.194104,2024-09-01,공원녹지과,김현수,010-2345-6789,처리진행중
REP_BUS_00007,USER_49692,GRP_BUS_0005,통행시설물,트랜치,1,35.110728,129.182616,2025-06-25,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00008,USER_88372,GRP_BUS_0017,통행시설물,보도블록,2,35.123403,129.186506,2024-04-15,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00009,USER_57124,GRP_BUS_0026,통행시설물,점자블록,1,35.085501,128.990697,2025-08-09,도로과,이상혁,010-4455-6677,처리진행중
REP_BUS_00010,USER_15806,GRP_BUS_0006,통행시설물,보차도경계석,2,35.204819,129.099557,2024-07-19,도로과,이상혁,010-4455-6677,처리진행중
REP_BUS_00011,USER_43913,GRP_BUS_0026,통행시설물,점자블록,1,35.085587,128.990579,2024-05-18,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00012,USER_70694,GRP_BUS_0033,통행시설물,점자블록,2,35.111444,129.038955,2025-05-01,도로과,최정우,010-5678-1234,신고접수
REP_BUS_00013,USER_21253,GRP_BUS_0033,통행시설물,점자블록,1,35.111324,129.039043,2024-05-17,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00014,USER_72411,GRP_BUS_0010,통행시설물,보도블록,2,35.154974,129.16534,2025-07-17,도로과,최정우,010-5678-1234,처리완료
REP_BUS_00015,USER_25084,GRP_BUS_0029,휴게시설물,등받이있는벤치,1,35.178771,129.098684,2024-12-03,공원녹지과,김현수,010-2345-6789,처리완료
REP_BUS_00016,USER_82339,GRP_BUS_0022,통행시설물,맨홀,2,35.180978,129.042871,2024-10-06,도로과,최정우,010-5678-1234,처리완료
REP_BUS_00017,USER_34430,GRP_BUS_0022,통행시설물,맨홀,2,35.18096,129.042928,2025-03-20,도로과,최정우,010-5678-1234,처리진행중
REP_BUS_00018,USER_60965,GRP_BUS_0028,통행시설물,점자블록,2,35.07183,129.065224,2025-05-05,도로과,최정우,010-5678-1234,처리완료
REP_BUS_00019,USER_80371,GRP_BUS_0014,휴게시설물,등받이있는벤치,1,35.12103,129.146922,2025-09-13,공원녹지과,김현수,010-2345-6789,처리완료
REP_BUS_00020,USER_93769,GRP_BUS_0024,통행시설물,트랜치,2,35.123953,129.032038,2025-06-15,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00021,USER_90918,GRP_BUS_0025,통행시설물,맨홀,3,35.083117,129.069143,2025-01-25,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00022,USER_50026,GRP_BUS_0020,통행시설물,보도블록,1,35.17705,128.988887,2024-12-16,도로과,최정우,010-5678-1234,처리완료
REP_BUS_00023,USER_85340,GRP_BUS_0012,휴게시설물,등받이있는벤치,2,35.145094,129.194023,2025-04-03,공원녹지과,김현수,010-2345-6789,처리완료
REP_BUS_00024,USER_47858,GRP_BUS_0028,통행시설물,점자블록,1,35.071788,129.065203,2025-08-21,도로과,최정우,010-5678-1234,처리완료
REP_BUS_00025,USER_73518,GRP_BUS_0012,휴게시설물,등받이있는벤치,3,35.145082,129.194085,2025-02-01,공원녹지과,김현수,010-2345-6789,처리완료
REP_BUS_00026,USER_64477,GRP_BUS_0013,휴게시설물,등받이없는벤치,2,35.084716,129.023486,2025-03-24,공원녹지과,김현수,010-2345-6789,신고접수
REP_BUS_00027,USER_46025,GRP_BUS_0029,휴게시설물,등받이있는벤치,1,35.178724,129.09861,2024-09-12,공원녹지과,김현수,010-2345-6789,처리완료
REP_BUS_00028,USER_85066,GRP_BUS_0019,통행시설물,점자블록,2,35.082788,129.112273,2025-08-15,도로과,이상혁,010-4455-6677,처리완료
REP_BUS_00029,USER_15453,GRP_BUS_0018,통행시설물,점자블록,3,35.097916,129.104816,2025-08-08,도로과,이상혁,010-4455-6677,신고접수
REP_BUS_00030,USER_49021,GRP_BUS_0029,휴게시설물,등받이있는벤치,2,35.178736,129.098791,2025-11-30,공원녹지과,김현수,010-2345-6789,처리완료
REP_BUS_00031,USER_25386,GRP_BUS_0029,휴게시설물,등받이있는벤치,3,35.178679,129.098766,2025-04-24,공원녹지과,김현수,010-2345-6789,신고접수
REP_BUS_00032,USER_31755,GRP_BUS_0016,통행시설물,보차도경계석,2,35.187474,129.073674,2025-10-16,도로과,이상혁,010-4455-6677,처리진행중
REP_BUS_00033,USER_46842,GRP_BUS_0009,통행시설물,점자블록,2,35.209388,129.038896,2025-09-05,도로과,최정우,010-5678-1234,처리진행중
REP_BUS_00034,USER_77425,GRP_BUS_0011,보호시설물,보호시설물볼라드,1,35.127542,129.140182,2025-09-08,시설관리과,정유진,010-8765-4321,처리진행중
