Group_ID,Frequency,Location_Risk,Damage_Rate,First_Report_Date,Last_Report_Date,Elapsed_Days,Final_Score
GRP_1546,2,9.4,2,2025-09-26,2026-03-12,203,56.58
GRP_1535,1,6.6,3,2025-01-04,2025-01-04,468,56.57
GRP_0951,1,8.7,3,2026-02-27,2026-02-27,49,56.56
GRP_1694,1,7.2,3,2025-05-05,2025-05-05,347,56.55
GRP_0251,1,9.0,2,2025-05-31,2025-05-31,321,56.53
GRP_1172,1,8.2,3,2025-11-21,2025-11-21,147,56.52
GRP_1817,2,9.6,2,2025-11-05,2026-01-16,163,56.52
GRP_1478,1,6.8,3,2025-02-17,2025-02-17,424,56.48
GRP_1840,1,7.5,3,2025-07-11,2025-07-11,280,56.37
GRP_0901,1,7.7,3,2025-08-21,2025-08-21,239,56.36
GRP_0125,1,9.1,2,2025-07-02,2025-07-02,289,56.35
GRP_0910,2,8.8,2,2025-06-10,2026-03-20,311,56.33
GRP_0917,3,7.9,2,2025-01-18,2025-03-26,454,56.3
GRP_0571,1,8.4,3,2026-01-13,2026-01-13,94,56.29
GRP_1256,1,7.2,3,2025-05-18,2025-05-18,334,56.27
GRP_1011,1,7.8,3,2025-09-15,2025-09-15,214,56.26
GRP_2858,1,8.2,3,2025-12-04,2025-12-04,134,56.25
GRP_1552,1,9.9,1,2025-01-16,2025-01-16,456,56.22
GRP_2272,2,6.4,3,2025-01-20,2025-07-13,452,56.19
GRP_2223,48,1.0,1,2025-01-01,2026-04-29,471,56.17
GRP_1304,1,7.1,3,2025-05-06,2025-05-06,346,56.16
GRP_2779,2,9.9,1,2025-02-26,2025-05-22,415,56.1
GRP_0362,1,7.7,3,2025-09-07,2025-09-07,222,56.04
GRP_1308,3,8.6,2,2025-06-22,2026-01-31,299,56.03
GRP_2609,3,6.5,3,2025-03-28,2025-12-02,385,56.0
GRP_2221,1,9.8,2,2025-12-10,2025-12-10,128,55.92
GRP_1798,2,9.8,1,2025-02-15,2026-03-17,426,55.92
GRP_2965,1,10.0,1,2025-02-17,2025-02-17,424,55.91
GRP_0769,2,8.5,2,2025-05-03,2026-03-17,349,55.9
GRP_2539,1,8.1,2,2025-01-10,2025-01-10,462,55.76
GRP_2331,2,7.0,3,2025-06-14,2025-08-21,307,55.73
GRP_2491,2,8.8,2,2025-07-11,2025-10-16,280,55.72
GRP_1873,2,6.7,3,2025-04-14,2026-03-26,368,55.7
GRP_0407,2,8.1,2,2025-02-20,2025-11-29,421,55.68
GRP_2954,1,7.5,3,2025-08-16,2025-08-16,244,55.67
GRP_2172,2,8.3,2,2025-04-03,2026-01-30,379,55.66
GRP_1823,2,9.9,1,2025-03-22,2025-05-30,391,55.65
GRP_0594,1,9.7,1,2025-01-03,2025-01-03,469,55.63
GRP_0345,1,8.0,3,2025-11-26,2025-11-26,142,55.61
GRP_1038,1,6.8,3,2025-03-31,2025-03-31,382,55.61
GRP_0077,1,8.2,3,2026-01-07,2026-01-07,100,55.59
GRP_1463,1,8.8,2,2025-06-11,2025-06-11,310,55.57
GRP_2959,3,6.2,3,2025-02-16,2025-10-16,425,55.56
GRP_2759,1,8.3,3,2026-01-29,2026-01-29,78,55.53
GRP_1950,2,9.6,1,2025-01-27,2025-03-19,445,55.52
GRP_2462,2,8.7,2,2025-06-29,2025-07-18,292,55.5
GRP_0466,2,8.8,2,2025-07-22,2026-04-18,269,55.49
GRP_2126,3,8.5,2,2025-06-27,2026-03-20,294,55.49
GRP_2311,1,9.6,2,2025-11-19,2025-11-19,149,55.48
GRP_1927,1,7.3,3,2025-07-21,2025-07-21,270,55.43
GRP_0457,2,9.1,2,2025-09-24,2025-10-11,205,55.38
GRP_1392,3,6.2,3,2025-03-02,2025-10-06,411,55.34
GRP_0223,2,8.3,2,2025-04-21,2025-12-09,361,55.33
GRP_1556,2,9.2,2,2025-10-18,2026-01-13,181,55.32
GRP_0971,1,8.9,2,2025-07-16,2025-07-16,275,55.27
GRP_1866,2,7.0,3,2025-07-06,2026-01-30,285,55.21
GRP_0205,1,8.8,2,2025-06-28,2025-06-28,293,55.15
GRP_2153,2,7.8,3,2025-12-18,2026-02-22,120,55.11
GRP_2776,4,9.3,1,2025-03-04,2025-07-06,409,55.1
GRP_1098,1,8.4,2,2025-04-13,2025-04-13,369,55.08
GRP_0051,1,8.2,3,2026-02-02,2026-02-02,74,55.06
GRP_0473,46,1.1,1,2025-01-02,2026-04-28,470,55.05
GRP_0454,1,6.9,3,2025-05-25,2025-05-25,327,54.98
GRP_0593,2,9.5,2,2026-01-05,2026-04-11,102,54.94
GRP_0465,1,8.4,2,2025-04-25,2025-04-25,357,54.84
GRP_2423,2,7.9,3,2026-01-23,2026-03-26,84,54.81
GRP_1399,3,7.6,2,2025-02-04,2026-03-09,437,54.75
GRP_1139,1,8.2,3,2026-02-20,2026-02-20,56,54.73
GRP_2637,3,6.2,3,2025-04-01,2026-02-08,381,54.72
GRP_0567,2,8.8,2,2025-08-30,2026-02-13,230,54.71
GRP_2626,1,8.1,3,2026-02-02,2026-02-02,74,54.69
GRP_1397,2,7.0,3,2025-08-05,2025-12-27,255,54.68
GRP_2409,2,8.0,2,2025-03-28,2026-01-16,385,54.62
GRP_1634,1,8.0,2,2025-02-18,2025-02-18,423,54.6
GRP_1338,2,8.7,2,2025-08-14,2025-12-11,246,54.59
GRP_1289,1,8.4,2,2025-05-07,2025-05-07,345,54.59
GRP_1233,2,6.7,3,2025-06-07,2025-10-28,314,54.59
GRP_2852,1,6.8,3,2025-05-22,2025-05-22,330,54.57
GRP_0037,2,7.5,3,2025-11-19,2026-04-05,149,54.56
GRP_2263,1,7.7,3,2025-11-20,2025-11-20,148,54.52
GRP_0605,1,6.9,3,2025-06-14,2025-06-14,307,54.52
GRP_0195,2,7.8,2,2025-02-20,2026-02-12,421,54.5
GRP_1473,1,8.0,2,2025-02-24,2025-02-24,417,54.47
GRP_0047,2,8.9,2,2025-10-02,2026-03-13,197,54.44
GRP_1647,1,8.2,3,2026-03-08,2026-03-08,40,54.37
GRP_2701,2,8.4,2,2025-07-03,2026-04-27,288,54.28
GRP_1047,2,7.5,2,2025-01-01,2025-09-09,471,54.27
GRP_0018,2,7.7,2,2025-02-11,2025-02-20,430,54.25
GRP_2265,1,8.2,2,2025-04-15,2025-04-15,367,54.25
GRP_0503,1,9.6,1,2025-02-25,2025-02-25,416,54.21
GRP_2038,2,7.9,2,2025-03-29,2025-09-24,384,54.13
GRP_2471,2,9.6,2,2026-03-08,2026-04-16,40,54.05
GRP_1180,1,9.6,2,2026-02-02,2026-02-02,74,54.05
GRP_0635,1,8.3,3,2026-04-16,2026-04-16,1,54.02
GRP_2456,1,8.2,3,2026-03-27,2026-03-27,21,54.01
GRP_2760,2,6.5,3,2025-05-30,2025-12-23,322,54.0
GRP_2396,2,9.1,2,2025-12-05,2025-12-05,133,53.96
GRP_2685,1,8.9,2,2025-09-17,2025-09-17,212,53.93
GRP_0071,2,9.2,1,2025-01-29,2025-05-28,443,53.91
GRP_0464,2,8.8,2,2025-10-07,2025-12-04,192,53.89
GRP_0512,1,9.5,2,2026-01-20,2026-01-20,87,53.89
GRP_2151,1,6.7,3,2025-06-08,2025-06-08,313,53.88
GRP_0471,1,9.7,2,2026-03-01,2026-03-01,47,53.86
GRP_1708,2,9.9,1,2025-06-21,2025-09-22,300,53.85
GRP_1824,1,6.2,3,2025-02-28,2025-02-28,413,53.85
GRP_2841,1,8.2,3,2026-04-06,2026-04-06,11,53.84
GRP_1095,2,7.4,2,2025-01-04,2025-02-23,468,53.82
GRP_1554,3,5.9,3,2025-03-20,2026-04-22,393,53.79
GRP_1978,1,9.3,2,2025-12-17,2025-12-17,121,53.78
GRP_0745,2,7.9,2,2025-04-19,2025-05-28,363,53.72
GRP_2137,1,7.7,3,2025-12-31,2025-12-31,107,53.72
GRP_0059,1,8.8,2,2025-09-11,2025-09-11,218,53.72
GRP_2499,1,8.0,3,2026-03-01,2026-03-01,47,53.7
GRP_0557,2,6.8,3,2025-08-14,2025-10-03,246,53.63
GRP_1484,3,7.3,2,2025-02-02,2026-01-03,439,53.58
GRP_2142,1,9.4,1,2025-02-18,2025-02-18,423,53.52
GRP_2347,2,8.8,2,2025-10-27,2025-11-26,172,53.52
GRP_0793,1,9.8,1,2025-05-10,2025-05-10,342,53.51
GRP_0857,1,7.9,3,2026-02-20,2026-02-20,56,53.5
GRP_0153,2,9.8,1,2025-06-19,2026-02-04,302,53.44
GRP_0025,1,7.6,3,2025-12-27,2025-12-27,111,53.43
GRP_1072,1,8.9,2,2025-10-14,2025-10-14,185,53.39
GRP_2097,2,7.4,2,2025-01-28,2025-11-21,444,53.38
GRP_1190,2,8.9,2,2025-11-24,2026-02-18,144,53.37
GRP_0363,4,7.4,2,2025-04-12,2026-03-31,370,53.37
GRP_0491,3,5.9,3,2025-04-15,2025-12-01,367,53.25
GRP_0493,4,8.6,1,2025-01-19,2026-03-15,453,53.14
GRP_0123,2,7.3,2,2025-01-18,2026-02-13,454,53.14
GRP_1965,4,7.3,2,2025-04-03,2025-12-28,379,53.13
GRP_1080,2,8.9,1,2025-01-08,2025-06-26,464,53.11
GRP_0236,1,9.3,2,2026-01-18,2026-01-18,89,53.11
GRP_2357,1,9.7,2,2026-04-11,2026-04-11,6,53.09
GRP_0695,3,9.4,1,2025-05-26,2025-07-15,326,53.08
GRP_1889,1,8.2,2,2025-06-17,2025-06-17,304,53.05
GRP_2650,1,9.3,1,2025-02-24,2025-02-24,417,52.99
GRP_0342,1,8.1,3,2026-04-28,2026-04-28,-11,52.97
GRP_0628,1,9.9,1,2025-06-27,2025-06-27,294,52.95
GRP_0259,1,6.6,3,2025-07-02,2025-07-02,289,52.94
GRP_1189,1,8.5,2,2025-08-21,2025-08-21,239,52.94
GRP_2829,1,7.9,2,2025-04-25,2025-04-25,357,52.87
GRP_1187,1,9.0,2,2025-12-01,2025-12-01,137,52.86
GRP_0710,2,9.0,1,2025-02-10,2025-07-12,431,52.86
GRP_2513,1,5.9,3,2025-02-20,2025-02-20,421,52.85
GRP_2912,1,6.3,3,2025-05-14,2025-05-14,338,52.79
GRP_0035,1,8.5,2,2025-08-26,2025-08-26,234,52.78
GRP_2030,1,5.7,3,2025-01-12,2025-01-12,460,52.77
GRP_0876,1,7.2,3,2025-11-10,2025-11-10,158,52.76
GRP_1300,2,7.3,2,2025-02-09,2025-09-03,432,52.74
GRP_2237,2,6.0,3,2025-04-23,2025-08-17,359,52.74
GRP_1024,1,8.8,2,2025-10-31,2025-10-31,168,52.69
GRP_0212,3,7.4,2,2025-04-11,2026-04-23,371,52.69
GRP_1772,1,8.7,2,2025-10-10,2025-10-10,189,52.68
GRP_1297,2,10.0,1,2025-09-07,2025-12-15,222,52.67
GRP_1475,1,9.4,1,2025-04-01,2025-04-01,381,52.65
GRP_2130,2,9.9,1,2025-08-22,2026-02-07,238,52.62
GRP_1017,1,8.5,2,2025-09-05,2025-09-05,224,52.61
GRP_2212,2,8.8,2,2025-12-12,2026-02-19,126,52.61
GRP_0221,1,7.0,3,2025-10-16,2025-10-16,183,52.48
GRP_2765,1,8.3,2,2025-08-05,2025-08-05,255,52.45
GRP_2948,1,8.4,2,2025-08-23,2025-08-23,237,52.45
GRP_2928,1,6.5,3,2025-07-14,2025-07-14,277,52.34
GRP_1271,1,6.8,3,2025-09-11,2025-09-11,218,52.32
GRP_2574,2,7.4,2,2025-03-27,2025-08-16,386,52.21
GRP_0319,3,9.7,1,2025-09-09,2026-02-16,220,52.19
GRP_1704,1,7.5,3,2026-02-09,2026-02-09,67,52.12
GRP_1035,4,5.2,3,2025-02-27,2025-12-27,414,52.09
GRP_2740,1,9.0,1,2025-02-12,2025-02-12,429,52.06
GRP_0458,2,8.5,2,2025-11-13,2026-02-27,155,52.02
GRP_2567,2,6.1,3,2025-06-26,2026-01-05,295,51.83
GRP_0048,3,8.6,2,2026-01-19,2026-04-21,88,51.82
GRP_2611,1,9.5,1,2025-06-02,2025-06-02,319,51.81
GRP_2623,1,7.0,3,2025-11-17,2025-11-17,151,51.8
GRP_0564,4,9.4,1,2025-09-06,2026-04-24,223,51.79
GRP_0904,2,7.4,3,2026-03-15,2026-03-29,33,51.79
GRP_0738,2,7.6,2,2025-05-27,2026-03-29,325,51.77
GRP_0894,3,6.6,3,2025-11-16,2026-04-20,152,51.71
GRP_2207,1,8.9,2,2026-01-09,2026-01-09,98,51.7
GRP_1834,2,5.7,3,2025-04-15,2025-12-12,367,51.68
GRP_0076,1,9.3,1,2025-05-02,2025-05-02,350,51.67
GRP_1216,41,1.2,1,2025-01-04,2026-04-25,468,51.66
GRP_1074,3,5.5,3,2025-04-13,2025-10-14,369,51.65
GRP_1919,2,6.2,3,2025-07-26,2026-04-24,265,51.64
GRP_1699,1,9.3,2,2026-04-03,2026-04-03,14,51.62
GRP_0043,1,8.8,1,2025-01-24,2025-01-24,448,51.6
GRP_0014,1,9.6,1,2025-07-07,2025-07-07,284,51.54
GRP_1876,1,9.0,2,2026-02-07,2026-02-07,69,51.51
GRP_2792,1,7.1,2,2025-01-22,2025-01-22,450,51.51
GRP_2942,1,8.3,2,2025-09-25,2025-09-25,204,51.45
GRP_0093,1,5.4,3,2025-01-23,2025-01-23,449,51.42
GRP_0978,1,7.0,2,2025-01-09,2025-01-09,463,51.37
GRP_1160,1,9.0,2,2026-02-15,2026-02-15,61,51.35
GRP_0675,3,5.8,3,2025-07-02,2026-03-04,289,51.32
GRP_2904,1,9.4,1,2025-06-08,2025-06-08,313,51.3
GRP_2298,1,7.4,2,2025-04-04,2025-04-04,378,51.26
GRP_0438,2,9.6,1,2025-08-29,2025-12-13,231,51.25
GRP_1018,1,9.1,1,2025-04-15,2025-04-15,367,51.24
GRP_0417,1,9.3,2,2026-04-23,2026-04-23,-6,51.24
GRP_0792,3,9.0,1,2025-06-07,2025-10-28,314,51.23
GRP_1826,1,7.8,2,2025-06-28,2025-06-28,293,51.2
GRP_2139,1,6.7,3,2025-10-21,2025-10-21,178,51.2
GRP_2141,1,9.1,2,2026-03-14,2026-03-14,34,51.19
GRP_2360,2,6.9,2,2025-02-04,2025-12-03,437,51.19
GRP_1107,3,5.7,3,2025-06-20,2025-11-03,301,51.15
GRP_0105,2,8.7,1,2025-03-08,2025-10-26,405,51.13
GRP_1215,1,8.1,2,2025-09-01,2025-09-01,228,51.13
GRP_1423,2,6.2,3,2025-08-22,2026-04-07,238,51.09
GRP_2381,2,7.2,2,2025-04-12,2025-11-05,370,51.08
GRP_1952,1,6.0,3,2025-06-10,2025-06-10,311,51.05
GRP_0186,1,8.0,2,2025-08-13,2025-08-13,247,51.05
GRP_1390,2,8.8,1,2025-03-30,2026-02-17,383,51.04
GRP_1953,1,7.1,2,2025-02-18,2025-02-18,423,51.03
GRP_2427,1,10.0,1,2025-10-25,2025-10-25,174,50.98
GRP_2150,1,6.1,3,2025-07-04,2025-07-04,287,50.97
GRP_0331,1,7.3,3,2026-02-28,2026-02-28,48,50.97
GRP_2521,1,6.1,3,2025-07-03,2025-07-03,288,50.96
GRP_0506,1,9.3,1,2025-06-08,2025-06-08,313,50.94
GRP_2985,1,5.6,3,2025-03-29,2025-03-29,384,50.91
GRP_0006,1,6.4,3,2025-09-02,2025-09-02,227,50.91
GRP_0630,1,8.5,1,2025-01-02,2025-01-02,470,50.86
GRP_0062,2,8.2,2,2025-11-09,2026-04-16,159,50.86
GRP_2312,1,9.1,1,2025-05-05,2025-05-05,347,50.84
GRP_2545,2,5.5,3,2025-04-19,2026-01-25,363,50.82
GRP_1783,3,8.5,1,2025-03-20,2025-09-10,393,50.79
GRP_1454,1,8.8,1,2025-03-10,2025-03-10,403,50.75
GRP_2549,2,5.4,3,2025-04-08,2026-03-10,374,50.66
GRP_2906,2,7.8,2,2025-08-30,2025-09-08,230,50.66
GRP_1427,1,8.4,2,2025-11-24,2025-11-24,144,50.64
GRP_1937,3,5.0,3,2025-02-25,2025-12-22,416,50.64
GRP_1587,1,8.5,2,2025-12-13,2025-12-13,125,50.61
GRP_0440,2,6.9,2,2025-03-07,2025-03-13,406,50.6
GRP_2268,2,8.4,1,2025-02-04,2025-09-10,437,50.59
GRP_2578,2,7.1,3,2026-03-17,2026-04-07,31,50.58
GRP_1502,1,10.0,1,2025-11-16,2025-11-16,152,50.52
GRP_1945,2,8.5,1,2025-02-27,2025-05-12,414,50.51
GRP_1690,1,9.0,2,2026-04-01,2026-04-01,16,50.49
GRP_1040,1,8.2,2,2025-10-20,2025-10-20,179,50.47
GRP_0303,1,8.9,2,2026-03-10,2026-03-10,38,50.47
GRP_1961,2,8.3,1,2025-01-19,2025-07-21,453,50.44
GRP_1715,2,5.4,3,2025-04-18,2025-09-01,364,50.44
GRP_1846,2,6.8,3,2026-01-21,2026-02-01,86,50.43
GRP_1762,31,2.8,1,2025-01-09,2026-04-29,463,50.43
GRP_1426,1,6.3,3,2025-09-09,2025-09-09,220,50.41
GRP_2374,1,5.1,3,2025-01-12,2025-01-12,460,50.39
GRP_2410,3,6.9,2,2025-04-24,2025-09-11,358,50.37
GRP_1249,1,7.3,3,2026-03-30,2026-03-30,18,50.37
GRP_1324,2,6.9,2,2025-03-20,2026-02-07,393,50.33
GRP_1786,1,5.6,3,2025-04-24,2025-04-24,358,50.33
GRP_1748,1,8.7,2,2026-02-07,2026-02-07,69,50.33
GRP_2723,3,9.4,1,2025-10-11,2026-01-25,188,50.33
GRP_2872,1,6.9,2,2025-02-14,2025-02-14,427,50.29
GRP_0280,3,5.4,3,2025-06-01,2025-08-30,320,50.28
GRP_1631,3,8.3,1,2025-03-06,2025-09-20,407,50.27
GRP_2214,2,8.5,1,2025-03-12,2026-01-10,401,50.25
GRP_0136,1,6.3,3,2025-09-17,2025-09-17,212,50.25
GRP_2565,2,5.8,3,2025-07-14,2025-10-19,277,50.25
GRP_1490,1,7.7,2,2025-07-27,2025-07-27,264,50.24
GRP_1228,1,5.3,3,2025-02-28,2025-02-28,413,50.23
GRP_1483,1,5.9,3,2025-06-28,2025-06-28,293,50.23
GRP_0433,1,7.4,2,2025-05-27,2025-05-27,325,50.21
GRP_1689,2,8.2,1,2025-01-14,2025-07-02,458,50.21
GRP_1248,2,8.6,1,2025-04-04,2026-02-17,378,50.17
GRP_1639,4,6.2,2,2025-01-23,2026-04-05,449,50.17
GRP_1170,1,5.9,3,2025-07-03,2025-07-03,288,50.16
GRP_2393,1,5.9,3,2025-07-04,2025-07-04,287,50.15
GRP_0158,1,9.0,1,2025-05-18,2025-05-18,334,50.14
GRP_2434,1,8.8,2,2026-03-08,2026-03-08,40,50.11
GRP_2920,3,7.2,2,2025-07-05,2026-03-10,286,50.11
GRP_1305,4,8.0,1,2025-02-22,2025-12-30,419,50.08
GRP_0019,1,8.5,1,2025-02-10,2025-02-10,431,50.07
GRP_2737,1,7.0,3,2026-02-12,2026-02-12,64,50.06
GRP_0482,1,7.2,3,2026-03-26,2026-03-26,22,50.05
GRP_0207,1,8.3,2,2025-12-02,2025-12-02,136,50.04
GRP_0831,2,6.6,2,2025-02-06,2025-06-06,435,50.0
GRP_2935,2,7.3,2,2025-06-23,2026-04-25,298,50.0
GRP_1613,1,9.3,1,2025-07-26,2025-07-26,265,49.98
GRP_0152,1,6.4,3,2025-10-19,2025-10-19,180,49.97
GRP_1206,1,7.8,2,2025-08-29,2025-08-29,231,49.96
GRP_2696,1,5.7,3,2025-06-02,2025-06-02,319,49.95
GRP_0267,1,6.4,3,2025-10-23,2025-10-23,176,49.93
GRP_1126,2,7.1,2,2025-05-19,2025-11-10,333,49.9
GRP_0578,1,6.3,3,2025-10-09,2025-10-09,190,49.77
GRP_0531,2,4.9,3,2025-02-08,2025-05-03,433,49.77
GRP_0743,3,6.2,2,2025-01-05,2025-12-05,467,49.74
GRP_1435,1,6.8,2,2025-02-19,2025-02-19,422,49.74
GRP_1161,2,8.7,1,2025-05-18,2025-07-05,334,49.69
GRP_0645,2,7.7,2,2025-10-01,2025-10-14,198,49.67
GRP_1651,1,8.6,2,2026-02-21,2026-02-21,55,49.63
GRP_0055,2,5.2,3,2025-04-22,2025-05-09,360,49.58
GRP_0097,2,8.2,1,2025-02-14,2025-12-25,427,49.56
GRP_1905,2,8.8,1,2025-06-16,2025-12-20,305,49.55
GRP_0787,1,5.1,3,2025-02-23,2025-02-23,418,49.55
GRP_0146,1,5.7,3,2025-06-24,2025-06-24,297,49.55
GRP_0329,1,6.4,3,2025-11-12,2025-11-12,156,49.54
GRP_2953,3,8.6,1,2025-06-12,2026-02-17,309,49.52
GRP_2577,1,6.2,3,2025-10-07,2025-10-07,192,49.46
GRP_2639,2,4.9,3,2025-02-27,2025-05-11,414,49.46
GRP_2951,1,9.8,1,2025-11-28,2025-11-28,140,49.45
GRP_1251,3,6.9,2,2025-06-13,2026-03-10,308,49.38
GRP_0798,1,6.1,3,2025-09-22,2025-09-22,207,49.38
GRP_0002,1,8.0,2,2025-11-07,2025-11-07,161,49.37
GRP_0012,5,4.3,3,2025-02-25,2026-04-04,416,49.35
GRP_0391,1,5.9,3,2025-08-15,2025-08-15,245,49.31
GRP_0842,2,8.0,1,2025-01-17,2025-05-03,455,49.29
GRP_2509,2,5.8,3,2025-09-02,2025-09-20,227,49.26
GRP_1462,1,6.8,2,2025-03-21,2025-03-21,392,49.18
GRP_0087,1,5.0,3,2025-02-24,2025-02-24,417,49.15
GRP_0669,1,7.9,2,2025-11-02,2025-11-02,166,49.09
GRP_2358,1,6.4,3,2025-12-08,2025-12-08,130,49.02
GRP_0618,1,7.0,2,2025-05-10,2025-05-10,342,48.98
GRP_1551,2,8.3,2,2026-03-02,2026-04-03,46,48.97
GRP_0050,1,5.4,3,2025-05-26,2025-05-26,326,48.96
GRP_0270,1,6.6,2,2025-02-20,2025-02-20,421,48.94
GRP_0801,2,5.2,3,2025-05-24,2025-08-21,328,48.93
GRP_1396,3,4.9,3,2025-04-29,2026-04-24,353,48.92
GRP_2532,2,6.7,2,2025-04-22,2026-02-01,360,48.88
GRP_0003,2,5.2,3,2025-05-27,2025-08-25,325,48.86
GRP_1944,1,6.7,2,2025-03-16,2025-03-16,397,48.84
GRP_0052,1,9.0,1,2025-07-22,2025-07-22,269,48.84
GRP_2695,1,8.2,2,2026-01-12,2026-01-12,95,48.82
GRP_0931,1,4.7,3,2025-01-10,2025-01-10,462,48.8
GRP_1113,1,5.6,3,2025-07-11,2025-07-11,280,48.78
GRP_1505,1,9.6,1,2025-11-28,2025-11-28,140,48.7
GRP_1797,1,7.0,3,2026-04-24,2026-04-24,-7,48.7
GRP_2982,3,6.1,3,2026-01-08,2026-04-12,99,48.68
GRP_1526,1,8.4,1,2025-04-01,2025-04-01,381,48.67
GRP_1450,2,6.6,2,2025-04-18,2025-09-21,364,48.55
GRP_1058,1,6.4,3,2025-12-29,2025-12-29,109,48.54
GRP_0121,2,9.4,1,2025-11-30,2026-01-07,138,48.54
GRP_2314,1,7.3,2,2025-08-01,2025-08-01,259,48.5
GRP_2933,3,6.2,3,2026-02-05,2026-04-26,71,48.49
GRP_1532,1,7.9,1,2025-01-03,2025-01-03,469,48.46
GRP_2205,1,9.9,1,2026-02-06,2026-02-06,70,48.45
GRP_0690,1,7.7,2,2025-10-26,2025-10-26,173,48.43
GRP_0110,2,6.2,2,2025-02-02,2025-11-04,439,48.43
GRP_0758,2,7.7,1,2025-01-02,2025-06-15,470,48.41
GRP_2226,1,8.5,2,2026-04-02,2026-04-02,15,48.41
GRP_0795,2,8.1,1,2025-03-24,2026-04-23,389,48.38
GRP_0733,1,9.7,1,2026-01-01,2026-01-01,106,48.36
GRP_0298,1,6.7,2,2025-04-11,2025-04-11,371,48.36
GRP_1425,2,4.6,3,2025-02-21,2026-01-02,420,48.35
GRP_1149,3,4.8,3,2025-05-11,2025-09-01,341,48.31
GRP_1346,2,9.7,1,2026-02-12,2026-04-10,64,48.3
GRP_1452,1,8.0,2,2025-12-30,2025-12-30,108,48.3
GRP_1264,1,7.5,2,2025-09-21,2025-09-21,208,48.28
GRP_2350,1,5.2,3,2025-05-20,2025-05-20,332,48.28
GRP_2911,2,7.0,2,2025-07-23,2025-11-23,268,48.27
GRP_0803,2,8.5,1,2025-06-18,2026-03-15,303,48.25
GRP_2354,1,8.3,1,2025-04-05,2025-04-05,377,48.24
GRP_0723,3,4.5,3,2025-03-19,2026-02-27,394,48.22
GRP_2938,1,6.2,3,2025-12-05,2025-12-05,133,48.22
GRP_1938,2,8.3,1,2025-05-12,2026-03-21,340,48.18
GRP_1285,2,8.3,1,2025-05-14,2026-01-07,338,48.18
GRP_1515,2,6.9,2,2025-07-08,2025-12-10,283,48.14
GRP_1695,3,5.0,3,2025-07-02,2026-02-25,289,48.07
GRP_1198,2,7.6,2,2025-11-28,2026-02-10,140,48.05
GRP_0103,1,6.4,3,2026-01-23,2026-01-23,84,48.04
GRP_2844,1,7.9,1,2025-01-26,2025-01-26,446,48.02
GRP_0092,2,8.1,1,2025-04-16,2026-03-30,366,47.98
GRP_0016,1,9.9,1,2026-03-03,2026-03-03,45,47.93
GRP_1254,1,9.2,1,2025-10-18,2025-10-18,181,47.92
GRP_2589,1,6.1,3,2025-12-02,2025-12-02,136,47.92
GRP_1601,1,4.6,3,2025-02-05,2025-02-05,436,47.89
GRP_2510,1,8.5,2,2026-04-28,2026-04-28,-11,47.89
GRP_0249,2,5.2,3,2025-07-16,2025-12-14,275,47.88
GRP_1468,1,5.5,3,2025-08-10,2025-08-10,250,47.77
GRP_0824,2,5.2,3,2025-07-20,2026-03-26,271,47.75
GRP_2068,1,10.0,1,2026-04-02,2026-04-02,15,47.75
GRP_1956,2,4.4,3,2025-02-15,2025-03-11,426,47.7
GRP_0431,2,8.0,1,2025-04-11,2025-05-24,371,47.66
GRP_1345,2,5.1,3,2025-07-08,2026-02-12,283,47.65
GRP_0808,1,7.5,2,2025-10-24,2025-10-24,175,47.63
GRP_2027,1,9.0,1,2025-09-20,2025-09-20,209,47.61
GRP_0044,1,7.4,2,2025-10-06,2025-10-06,193,47.6
GRP_1733,2,5.2,3,2025-07-29,2025-10-16,262,47.57
GRP_1055,1,6.7,2,2025-05-20,2025-05-20,332,47.57
GRP_2110,1,9.0,1,2025-09-27,2025-09-27,202,47.5
GRP_0264,1,8.8,1,2025-08-20,2025-08-20,240,47.49
GRP_1992,2,8.1,1,2025-05-09,2025-08-15,343,47.48
GRP_0013,2,7.9,1,2025-03-31,2025-06-09,382,47.46
GRP_2235,3,6.2,2,2025-05-02,2025-10-16,350,47.39
GRP_0263,1,8.0,2,2026-02-15,2026-02-15,61,47.38
GRP_1485,2,6.3,2,2025-04-18,2025-07-11,364,47.34
GRP_2719,1,8.1,1,2025-04-08,2025-04-08,374,47.34
GRP_1307,2,5.8,2,2025-01-11,2025-10-08,461,47.32
GRP_0142,1,7.0,2,2025-08-02,2025-08-02,258,47.31
GRP_1155,4,8.0,1,2025-07-15,2026-01-17,276,47.28
GRP_1712,1,5.9,3,2025-11-25,2025-11-25,143,47.23
GRP_2380,1,5.8,3,2025-11-08,2025-11-08,160,47.23
GRP_1159,1,5.5,3,2025-09-09,2025-09-09,220,47.19
GRP_0604,1,9.1,1,2025-11-02,2025-11-02,166,47.17
GRP_0619,2,7.9,1,2025-04-14,2026-04-11,368,47.16
GRP_1234,1,6.0,2,2025-01-23,2025-01-23,449,47.12
GRP_2332,1,6.1,3,2026-01-11,2026-01-11,96,47.11
GRP_2116,1,8.8,1,2025-09-10,2025-09-10,219,47.07
GRP_2421,2,4.5,3,2025-04-07,2025-12-29,375,47.07
GRP_0766,1,9.9,1,2026-04-17,2026-04-17,0,47.05
GRP_0020,3,6.2,2,2025-05-21,2025-09-15,331,47.02
GRP_0397,1,6.3,2,2025-04-01,2025-04-01,381,46.94
