ID,Item,Damage_Rate,Cost,Company_Info,Report_Date,Completion_Date,Repair_Days
EST_01836,트랜치,3,222000,신세계시스템,2021-02-26,2021-03-23,25
EST_01837,축구골대,2,1952000,신세계건설,2021-02-27,2021-04-22,54
EST_01838,미끄럼틀,1,924000,제일시설관리,2021-02-27,2021-04-24,56
EST_01839,미끄럼틀,2,2530000,동화시스템,2021-02-27,2021-05-11,73
EST_01840,등받이있는벤치,2,360000,대명건설,2021-02-27,2021-03-24,25
EST_01841,보호시설물무단횡단방지시설,2,205000,태영안전,2021-02-27,2021-04-02,34
EST_01842,그네,2,982000,한성안전,2021-02-27,2021-06-03,96
EST_01843,등받이있는벤치,3,652000,제일테크,2021-02-27,2021-04-03,35
EST_01844,달리기,2,1473000,태영안전,2021-02-27,2021-05-01,63
EST_01845,보차도경계석,2,79000,우신테크,2021-02-28,2021-03-22,22
EST_01846,보호시설물볼라드,3,205000,미래안전,2021-02-28,2021-04-30,61
EST_01847,그네,1,584000,신세계안전,2021-02-28,2021-04-15,46
EST_01848,등받이없는벤치,1,76000,도시정비단,2021-03-01,2021-03-17,16
EST_01849,보차도경계석,3,131000,미래토목,2021-03-01,2021-04-07,37
EST_01850,점자블록,3,77000,동화조경,2021-03-01,2021-04-02,32
EST_01851,보호펜스,2,112000,현대시스템,2021-03-01,2021-04-11,41
EST_01852,맨홀,2,486000,미래토목,2021-03-01,2021-04-02,32
EST_01853,미끄럼틀,2,2088000,태영테크,2021-03-01,2021-06-01,92
EST_01854,트랜치,3,222000,현대시스템,2021-03-02,2021-04-15,44
EST_01855,트랜치,1,63000,한성안전,2021-03-02,2021-03-13,11
EST_01856,농구대,1,243000,대명산업,2021-03-02,2021-03-27,25
EST_01857,농구대,1,483000,한성건설,2021-03-02,2021-04-02,31
EST_01858,보차도경계석,1,32000,우신산업,2021-03-03,2021-03-21,18
EST_01859,가로수보호덮개,2,242000,제일안전,2021-03-03,2021-03-24,21
EST_01860,등받이있는벤치,2,402000,대명건설,2021-03-03,2021-03-31,28
EST_01861,맨홀,3,1183000,동화시스템,2021-03-03,2021-05-17,75
EST_01862,보차도경계석,3,131000,중앙토목,2021-03-04,2021-04-22,49
EST_01863,등받이있는벤치,2,317000,제일조경,2021-03-04,2021-03-27,23
EST_01864,보도블록,2,24000,중앙토목,2021-03-04,2021-03-23,19
EST_01865,보호시설물무단횡단방지시설,3,519000,신세계테크,2021-03-04,2021-05-08,65
EST_01866,트랜치,2,128000,한성산업,2021-03-05,2021-03-26,21
EST_01867,보도블록,3,61000,태영건설,2021-03-05,2021-04-16,42
EST_01868,점자블록,1,22000,제일안전,2021-03-05,2021-03-17,12
EST_01869,점자블록,3,66000,현대건설,2021-03-06,2021-04-17,42
EST_01870,달리기,2,1645000,현대건설,2021-03-06,2021-05-07,62
EST_01871,트랜치,3,203000,중앙토목,2021-03-06,2021-04-17,42
EST_01872,보도블록,2,25000,중앙토목,2021-03-06,2021-03-23,17
EST_01873,등받이없는벤치,2,247000,동화테크,2021-03-06,2021-04-01,26
EST_01874,등받이없는벤치,3,446000,대명건설,2021-03-06,2021-04-10,35
EST_01875,등받이있는벤치,3,600000,제일안전,2021-03-07,2021-05-01,55
EST_01876,트랜치,3,198000,동화조경,2021-03-07,2021-04-10,34
EST_01877,보호펜스,1,46000,제일산업,2021-03-07,2021-03-28,21
EST_01878,그네,3,1738000,제일안전,2021-03-07,2021-09-16,193
EST_01879,미끄럼틀,2,2065000,중앙안전,2021-03-08,2021-05-19,72
EST_01880,보도블록,3,56000,중앙토목,2021-03-09,2021-04-04,26
EST_01881,미끄럼틀,1,702000,현대시스템,2021-03-09,2021-04-26,48
EST_01882,보도블록,3,54000,신세계안전,2021-03-09,2021-04-13,35
EST_01883,맨홀,1,177000,동화시스템,2021-03-09,2021-04-01,23
EST_01884,농구대,3,1608000,신세계안전,2021-03-10,2021-05-28,79
EST_01885,보호펜스,1,34000,현대시스템,2021-03-10,2021-04-05,26
EST_01886,보차도경계석,2,72000,신세계조경,2021-03-10,2021-04-06,27
EST_01887,보도블록,2,27000,우신시설관리,2021-03-10,2021-03-25,15
EST_01888,등받이없는벤치,3,620000,현대시스템,2021-03-10,2021-05-04,55
EST_01889,그네,1,513000,미래안전,2021-03-10,2021-04-29,50
EST_01890,보호시설물볼라드,3,197000,제일산업,2021-03-11,2021-05-11,61
EST_01891,점자블록,3,90000,신세계시스템,2021-03-11,2021-04-15,35
EST_01892,맨홀,2,432000,중앙토목,2021-03-11,2021-04-11,31
EST_01893,등받이있는벤치,2,356000,태영테크,2021-03-12,2021-04-04,23
EST_01894,농구대,2,727000,신세계안전,2021-03-12,2021-05-04,53
EST_01895,그네,2,1167000,도시정비단,2021-03-12,2021-06-03,83
EST_01896,미끄럼틀,1,829000,신세계시스템,2021-03-12,2021-05-03,52
EST_01897,달리기,2,1370000,제일토목,2021-03-13,2021-05-14,62
EST_01898,트랜치,2,89000,신세계토목,2021-03-13,2021-03-30,17
EST_01899,등받이없는벤치,2,263000,미래시스템,2021-03-14,2021-04-12,29
EST_01900,보도블록,2,29000,중앙토목,2021-03-15,2021-04-01,17
EST_01901,보차도경계석,3,115000,대명테크,2021-03-15,2021-05-10,56
EST_01902,보호펜스,3,229000,동화토목,2021-03-15,2021-05-31,77
EST_01903,등받이있는벤치,2,427000,그린플레이,2021-03-15,2021-04-13,29
EST_01904,보차도경계석,2,67000,미래시스템,2021-03-15,2021-04-14,30
EST_01905,미끄럼틀,3,4550000,우신시설관리,2021-03-15,2021-09-20,189
EST_01906,트랜치,1,51000,신세계시설관리,2021-03-16,2021-03-27,11
EST_01907,등받이있는벤치,2,329000,동화조경,2021-03-16,2021-04-11,26
EST_01908,점자블록,1,15000,에코시설,2021-03-16,2021-03-28,12
EST_01909,그네,3,1763000,제일시설관리,2021-03-16,2021-07-29,135
EST_01910,등받이없는벤치,3,624000,우신조경,2021-03-16,2021-04-29,44
EST_01911,보도블록,2,33000,그린플레이,2021-03-17,2021-04-01,15
EST_01912,트랜치,2,119000,중앙테크,2021-03-17,2021-04-06,20
EST_01913,보호시설물볼라드,1,61000,미래토목,2021-03-17,2021-03-31,14
EST_01914,보차도경계석,2,80000,우신테크,2021-03-17,2021-04-09,23
EST_01915,농구대,2,838000,제일테크,2021-03-17,2021-05-10,54
EST_01916,그네,3,2227000,미래시설관리,2021-03-18,2021-07-12,116
EST_01917,등받이없는벤치,1,92000,동화테크,2021-03-18,2021-04-03,16
EST_01918,농구대,1,347000,신세계시스템,2021-03-18,2021-04-12,25
EST_01919,보차도경계석,2,60000,미래안전,2021-03-18,2021-04-08,21
EST_01920,보도블록,2,32000,중앙산업,2021-03-19,2021-04-05,17
EST_01921,가로수보호덮개,1,99000,신세계안전,2021-03-19,2021-03-29,10
EST_01922,그네,1,345000,대명건설,2021-03-19,2021-05-06,48
EST_01923,등받이없는벤치,1,122000,중앙산업,2021-03-19,2021-04-02,14
EST_01924,보도블록,2,32000,대명산업,2021-03-19,2021-04-03,15
EST_01925,보호시설물볼라드,1,42000,대명건설,2021-03-19,2021-04-02,14
EST_01926,등받이없는벤치,2,282000,신세계조경,2021-03-20,2021-04-11,22
EST_01927,농구대,1,404000,동화시스템,2021-03-20,2021-04-20,31
EST_01928,보호시설물볼라드,2,119000,우신테크,2021-03-20,2021-04-17,28
EST_01929,맨홀,3,995000,현대건설,2021-03-20,2021-05-24,65
EST_01930,트랜치,3,198000,한성시설관리,2021-03-20,2021-04-15,26
EST_01931,점자블록,3,73000,미래토목,2021-03-20,2021-04-23,34
EST_01932,등받이없는벤치,1,89000,신세계건설,2021-03-20,2021-04-05,16
EST_01933,등받이없는벤치,1,144000,신세계안전,2021-03-21,2021-04-05,15
EST_01934,보호펜스,2,114000,한성시설관리,2021-03-21,2021-04-30,40
EST_01935,그네,3,1840000,중앙토목,2021-03-22,2021-09-28,190
EST_01936,점자블록,3,86000,에코시설,2021-03-23,2021-05-03,41
EST_01937,등받이없는벤치,1,97000,동화시스템,2021-03-23,2021-04-08,16
EST_01938,트랜치,1,51000,에코시설,2021-03-23,2021-04-04,12
EST_01939,미끄럼틀,3,5219000,한성건설,2021-03-23,2021-07-25,124
EST_01940,그네,1,635000,중앙토목,2021-03-23,2021-05-09,47
EST_01941,트랜치,1,53000,제일조경,2021-03-23,2021-04-02,10
EST_01942,트랜치,3,247000,신세계테크,2021-03-24,2021-04-30,37
EST_01943,농구대,2,774000,제일산업,2021-03-24,2021-05-03,40
EST_01944,맨홀,2,621000,미래안전,2021-03-24,2021-05-01,38
EST_01945,그네,3,2118000,동화테크,2021-03-25,2021-09-02,161
EST_01946,축구골대,1,473000,현대시스템,2021-03-25,2021-04-27,33
EST_01947,맨홀,3,903000,우신산업,2021-03-25,2021-06-11,78
EST_01948,농구대,3,2108000,한성시설관리,2021-03-25,2021-06-03,70
EST_01949,가로수보호덮개,3,467000,대명테크,2021-03-25,2021-05-03,39
EST_01950,등받이없는벤치,2,320000,제일토목,2021-03-26,2021-04-21,26
EST_01951,보차도경계석,2,57000,미래토목,2021-03-26,2021-04-21,26
EST_01952,보도블록,1,16000,태영테크,2021-03-26,2021-04-06,11
EST_01953,가로수보호덮개,2,210000,미래토목,2021-03-26,2021-04-12,17
EST_01954,보차도경계석,2,82000,태영테크,2021-03-26,2021-04-16,21
EST_01955,그네,3,2041000,한성건설,2021-03-27,2021-09-07,164
EST_01956,맨홀,1,282000,현대건설,2021-03-27,2021-04-20,24
EST_01957,등받이없는벤치,1,81000,제일시설관리,2021-03-27,2021-04-10,14
EST_01958,달리기,2,1063000,신세계테크,2021-03-28,2021-05-22,55
EST_01959,축구골대,2,1513000,중앙토목,2021-03-28,2021-05-27,60
EST_01960,축구골대,1,576000,미래토목,2021-03-28,2021-05-02,35
EST_01961,맨홀,1,136000,대명건설,2021-03-29,2021-04-23,25
EST_01962,트랜치,2,88000,태영테크,2021-03-29,2021-04-14,16
EST_01963,맨홀,3,827000,동화시설관리,2021-03-29,2021-05-18,50
EST_01964,맨홀,3,1136000,중앙테크,2021-03-29,2021-05-27,59
EST_01965,등받이있는벤치,1,206000,미래시스템,2021-03-29,2021-04-14,16
EST_01966,점자블록,2,39000,동화토목,2021-03-30,2021-04-16,17
EST_01967,보차도경계석,1,32000,태영테크,2021-03-30,2021-04-15,16
EST_01968,축구골대,3,2877000,현대건설,2021-03-30,2021-06-20,82
EST_01969,등받이있는벤치,2,426000,중앙테크,2021-03-30,2021-04-24,25
EST_01970,트랜치,2,97000,현대건설,2021-03-30,2021-04-18,19
EST_01971,보호시설물무단횡단방지시설,1,116000,동화시설관리,2021-03-30,2021-04-25,26
EST_01972,보호시설물볼라드,1,63000,국토개발,2021-03-30,2021-04-14,15
EST_01973,축구골대,3,3361000,한성시설관리,2021-03-31,2021-07-19,110
EST_01974,트랜치,2,97000,현대시스템,2021-03-31,2021-04-20,20
EST_01975,등받이없는벤치,3,540000,그린플레이,2021-03-31,2021-05-07,37
EST_01976,축구골대,1,930000,도시정비단,2021-03-31,2021-05-01,31
EST_01977,트랜치,3,211000,중앙건설,2021-03-31,2021-05-01,31
EST_01978,등받이없는벤치,1,100000,대명건설,2021-03-31,2021-04-16,16
EST_01979,보호시설물볼라드,2,116000,제일토목,2021-04-01,2021-04-23,22
EST_01980,그네,2,1172000,한성건설,2021-04-01,2021-06-18,78
EST_01981,맨홀,2,587000,미래토목,2021-04-01,2021-05-08,37
EST_01982,트랜치,1,31000,태영테크,2021-04-01,2021-04-13,12
EST_01983,등받이있는벤치,3,563000,중앙산업,2021-04-02,2021-05-23,51
EST_01984,그네,1,516000,신세계안전,2021-04-02,2021-05-23,51
EST_01985,보차도경계석,2,63000,중앙건설,2021-04-02,2021-04-23,21
EST_01986,트랜치,1,50000,한성건설,2021-04-02,2021-04-12,10
EST_01987,축구골대,2,2117000,신세계조경,2021-04-02,2021-06-04,63
EST_01988,농구대,1,259000,제일테크,2021-04-02,2021-05-02,30
EST_01989,보차도경계석,3,116000,중앙테크,2021-04-02,2021-06-03,62
EST_01990,가로수보호덮개,2,156000,태영안전,2021-04-03,2021-04-21,18
EST_01991,축구골대,2,1746000,동화조경,2021-04-03,2021-05-26,53
EST_01992,트랜치,2,135000,동화테크,2021-04-03,2021-04-22,19
EST_01993,보도블록,3,58000,미래시스템,2021-04-04,2021-05-01,27
EST_01994,보호시설물볼라드,3,238000,국토개발,2021-04-04,2021-05-09,35
EST_01995,등받이있는벤치,3,634000,대명안전,2021-04-04,2021-05-23,49
EST_01996,트랜치,1,58000,태영테크,2021-04-05,2021-04-17,12
EST_01997,보도블록,2,26000,신세계시설관리,2021-04-06,2021-04-26,20
EST_01998,보차도경계석,1,34000,신세계조경,2021-04-06,2021-04-23,17
EST_01999,보호시설물볼라드,2,101000,현대건설,2021-04-07,2021-04-29,22
EST_02000,보차도경계석,3,133000,제일산업,2021-04-07,2021-05-15,38
EST_02001,트랜치,2,118000,미래시스템,2021-04-07,2021-04-23,16
EST_02002,트랜치,3,180000,대명산업,2021-04-07,2021-05-10,33
EST_02003,가로수보호덮개,1,89000,대명테크,2021-04-07,2021-04-17,10
EST_02004,가로수보호덮개,1,56000,신세계건설,2021-04-08,2021-04-20,12
EST_02005,보호시설물볼라드,2,153000,중앙토목,2021-04-08,2021-04-30,22
EST_02006,보호시설물무단횡단방지시설,2,183000,제일테크,2021-04-08,2021-05-21,43
EST_02007,달리기,2,1499000,제일시설관리,2021-04-08,2021-06-09,62
EST_02008,그네,1,627000,중앙안전,2021-04-08,2021-06-05,58
EST_02009,가로수보호덮개,2,183000,동화조경,2021-04-08,2021-04-26,18
EST_02010,등받이없는벤치,1,88000,대명건설,2021-04-08,2021-04-22,14
EST_02011,보호펜스,3,200000,태영테크,2021-04-09,2021-06-25,77
EST_02012,그네,3,2603000,제일산업,2021-04-09,2021-08-13,126
EST_02013,맨홀,3,815000,미래안전,2021-04-09,2021-06-07,59
EST_02014,보호시설물볼라드,1,56000,동화조경,2021-04-09,2021-04-26,17
EST_02015,등받이없는벤치,2,224000,중앙산업,2021-04-09,2021-05-05,26
EST_02016,등받이있는벤치,2,405000,우신시설관리,2021-04-09,2021-05-01,22
EST_02017,그네,1,635000,미래시스템,2021-04-09,2021-06-06,58
EST_02018,보차도경계석,3,142000,한성안전,2021-04-09,2021-05-28,49
EST_02019,축구골대,3,2931000,신세계토목,2021-04-09,2021-08-06,119
EST_02020,축구골대,3,4032000,우신조경,2021-04-10,2021-07-13,94
EST_02021,보도블록,1,9000,신세계테크,2021-04-10,2021-04-21,11
EST_02022,트랜치,1,55000,제일테크,2021-04-10,2021-04-21,11
EST_02023,등받이없는벤치,1,128000,동화토목,2021-04-10,2021-04-26,16
EST_02024,등받이없는벤치,1,127000,동화시설관리,2021-04-10,2021-04-25,15
EST_02025,보차도경계석,1,30000,동화시설관리,2021-04-10,2021-04-24,14
EST_02026,농구대,1,238000,제일조경,2021-04-10,2021-05-10,30
EST_02027,맨홀,3,1155000,대명산업,2021-04-10,2021-06-11,62
EST_02028,등받이없는벤치,2,323000,대명건설,2021-04-11,2021-05-02,21
EST_02029,점자블록,2,49000,중앙테크,2021-04-11,2021-05-02,21
EST_02030,달리기,3,2869000,중앙산업,2021-04-11,2021-07-19,99
EST_02031,맨홀,2,540000,우신산업,2021-04-11,2021-05-20,39
EST_02032,가로수보호덮개,1,105000,미래토목,2021-04-11,2021-04-23,12
EST_02033,달리기,2,1551000,한성시설관리,2021-04-11,2021-05-26,45
EST_02034,농구대,1,280000,제일시설관리,2021-04-11,2021-05-11,30
EST_02035,트랜치,3,184000,우신산업,2021-04-12,2021-05-17,35
EST_02036,보호시설물볼라드,2,145000,제일토목,2021-04-12,2021-05-10,28
EST_02037,점자블록,1,14000,신세계안전,2021-04-12,2021-04-22,10
EST_02038,그네,3,2093000,우신시설관리,2021-04-12,2021-08-05,115
EST_02039,보차도경계석,3,149000,도시정비단,2021-04-12,2021-06-08,57
EST_02040,트랜치,3,194000,태영테크,2021-04-13,2021-05-11,28
EST_02041,등받이있는벤치,2,271000,동화조경,2021-04-13,2021-05-10,27
EST_02042,점자블록,3,81000,제일안전,2021-04-13,2021-05-24,41
EST_02043,맨홀,1,149000,중앙토목,2021-04-14,2021-05-09,25
EST_02044,가로수보호덮개,2,185000,한성산업,2021-04-14,2021-05-03,19
EST_02045,보호시설물볼라드,1,58000,중앙안전,2021-04-14,2021-04-28,14
EST_02046,보호시설물무단횡단방지시설,1,111000,우신조경,2021-04-14,2021-05-08,24
EST_02047,미끄럼틀,3,3383000,중앙안전,2021-04-14,2021-11-02,202
EST_02048,농구대,1,446000,제일산업,2021-04-15,2021-05-14,29
EST_02049,맨홀,3,1151000,그린플레이,2021-04-15,2021-07-13,89
EST_02050,농구대,3,1556000,제일산업,2021-04-15,2021-07-17,93
EST_02051,점자블록,2,48000,제일테크,2021-04-15,2021-05-02,17
EST_02052,맨홀,1,240000,에코시설,2021-04-16,2021-05-09,23
EST_02053,보차도경계석,3,145000,미래안전,2021-04-16,2021-05-28,42
EST_02054,등받이없는벤치,3,476000,한성안전,2021-04-16,2021-05-21,35
EST_02055,점자블록,2,33000,신세계건설,2021-04-16,2021-05-02,16
EST_02056,농구대,2,825000,한성시설관리,2021-04-16,2021-06-06,51
EST_02057,등받이있는벤치,2,371000,한성안전,2021-04-17,2021-05-15,28
EST_02058,그네,1,298000,한성안전,2021-04-17,2021-06-07,51
EST_02059,등받이없는벤치,1,139000,우신시설관리,2021-04-17,2021-05-01,14
EST_02060,미끄럼틀,2,1849000,태영건설,2021-04-17,2021-06-27,71
EST_02061,등받이있는벤치,2,379000,동화토목,2021-04-17,2021-05-15,28
EST_02062,달리기,1,671000,한성시설관리,2021-04-18,2021-05-20,32
EST_02063,등받이있는벤치,1,104000,미래시설관리,2021-04-18,2021-05-05,17
EST_02064,맨홀,3,1210000,제일조경,2021-04-18,2021-07-02,75
EST_02065,달리기,1,563000,중앙테크,2021-04-18,2021-05-19,31
EST_02066,점자블록,1,15000,에코시설,2021-04-19,2021-05-01,12
EST_02067,보호펜스,3,218000,동화토목,2021-04-19,2021-07-02,74
EST_02068,농구대,2,819000,동화조경,2021-04-19,2021-06-04,46
EST_02069,축구골대,2,1468000,현대시스템,2021-04-20,2021-06-18,59
EST_02070,맨홀,2,430000,한성건설,2021-04-21,2021-06-03,43
EST_02071,축구골대,2,1667000,대명안전,2021-04-21,2021-06-10,50
EST_02072,농구대,2,1127000,대명안전,2021-04-21,2021-06-08,48
EST_02073,트랜치,3,178000,신세계토목,2021-04-21,2021-06-03,43
EST_02074,달리기,2,1652000,한성토목,2021-04-21,2021-06-11,51
EST_02075,맨홀,1,259000,신세계건설,2021-04-21,2021-05-13,22
EST_02076,가로수보호덮개,3,312000,현대건설,2021-04-21,2021-06-04,44
EST_02077,보호시설물무단횡단방지시설,1,83000,제일조경,2021-04-22,2021-05-13,21
EST_02078,보호시설물무단횡단방지시설,3,404000,신세계토목,2021-04-22,2021-07-16,85
EST_02079,등받이있는벤치,3,843000,대명건설,2021-04-22,2021-06-17,56
EST_02080,보도블록,2,34000,신세계조경,2021-04-23,2021-05-09,16
EST_02081,그네,3,2627000,중앙건설,2021-04-23,2021-10-30,190
EST_02082,맨홀,1,170000,한성토목,2021-04-24,2021-05-17,23
EST_02083,점자블록,3,80000,중앙테크,2021-04-24,2021-05-20,26
EST_02084,보차도경계석,2,51000,미래안전,2021-04-24,2021-05-20,26
EST_02085,보호시설물볼라드,2,154000,미래안전,2021-04-24,2021-05-20,26
EST_02086,그네,1,513000,대명시설관리,2021-04-25,2021-06-18,54
EST_02087,농구대,2,1070000,신세계시설관리,2021-04-25,2021-06-18,54
EST_02088,그네,1,502000,신세계조경,2021-04-25,2021-06-10,46
EST_02089,미끄럼틀,3,3398000,한성건설,2021-04-25,2021-10-12,170
EST_02090,등받이있는벤치,1,141000,신세계안전,2021-04-25,2021-05-09,14
EST_02091,농구대,1,340000,제일토목,2021-04-25,2021-05-24,29
EST_02092,농구대,2,800000,미래시스템,2021-04-26,2021-06-18,53
EST_02093,가로수보호덮개,1,78000,그린플레이,2021-04-26,2021-05-06,10
EST_02094,보도블록,1,8000,현대시스템,2021-04-26,2021-05-07,11
EST_02095,맨홀,3,919000,신세계안전,2021-04-26,2021-07-23,88
EST_02096,미끄럼틀,3,4896000,제일안전,2021-04-27,2021-08-17,112
EST_02097,등받이있는벤치,2,403000,대명안전,2021-04-27,2021-05-20,23
EST_02098,등받이있는벤치,1,197000,태영테크,2021-04-27,2021-05-12,15
EST_02099,등받이있는벤치,3,663000,우신조경,2021-04-27,2021-06-21,55
EST_02100,미끄럼틀,3,4067000,국토개발,2021-04-27,2021-09-21,147
EST_02101,트랜치,2,127000,대명안전,2021-04-27,2021-05-17,20
EST_02102,농구대,3,1581000,한성시설관리,2021-04-27,2021-08-14,109
EST_02103,점자블록,1,17000,미래시설관리,2021-04-27,2021-05-08,11
EST_02104,축구골대,2,1597000,한성안전,2021-04-28,2021-07-02,65
EST_02105,달리기,1,509000,제일시설관리,2021-04-28,2021-05-31,33
EST_02106,트랜치,3,184000,태영건설,2021-04-28,2021-06-11,44
EST_02107,가로수보호덮개,1,112000,한성안전,2021-04-28,2021-05-09,11
EST_02108,트랜치,2,113000,태영건설,2021-04-28,2021-05-15,17
EST_02109,점자블록,1,18000,신세계건설,2021-04-29,2021-05-10,11
EST_02110,보호시설물볼라드,2,140000,제일조경,2021-04-29,2021-05-22,23
EST_02111,축구골대,2,2120000,미래토목,2021-04-29,2021-06-14,46
EST_02112,등받이있는벤치,1,134000,미래시설관리,2021-04-29,2021-05-14,15
EST_02113,보호펜스,1,50000,제일시설관리,2021-04-29,2021-05-21,22
EST_02114,농구대,1,474000,동화토목,2021-04-29,2021-05-25,26
EST_02115,미끄럼틀,3,3447000,한성시설관리,2021-04-30,2021-11-08,192
EST_02116,보호시설물볼라드,3,198000,대명시설관리,2021-04-30,2021-06-29,60
EST_02117,농구대,3,2124000,제일안전,2021-05-01,2021-08-17,108
EST_02118,보도블록,2,24000,도시정비단,2021-05-01,2021-05-16,15
EST_02119,보호시설물무단횡단방지시설,3,537000,태영테크,2021-05-01,2021-08-01,92
EST_02120,트랜치,2,133000,한성안전,2021-05-01,2021-05-16,15
EST_02121,보호펜스,2,111000,한성시설관리,2021-05-01,2021-06-15,45
EST_02122,보호시설물볼라드,1,56000,동화테크,2021-05-01,2021-05-18,17
EST_02123,맨홀,3,876000,우신테크,2021-05-01,2021-07-26,86
EST_02124,보호펜스,2,119000,미래토목,2021-05-02,2021-06-08,37
EST_02125,보도블록,3,45000,중앙건설,2021-05-02,2021-06-02,31
EST_02126,보호펜스,2,77000,미래토목,2021-05-02,2021-06-06,35
EST_02127,보호시설물볼라드,3,290000,신세계시설관리,2021-05-03,2021-06-07,35
EST_02128,축구골대,3,2952000,제일시설관리,2021-05-03,2021-08-09,98
EST_02129,보호펜스,3,182000,한성건설,2021-05-03,2021-07-01,59
EST_02130,축구골대,1,557000,우신테크,2021-05-03,2021-06-10,38
EST_02131,등받이없는벤치,2,226000,태영건설,2021-05-03,2021-05-26,23
EST_02132,맨홀,1,171000,제일토목,2021-05-04,2021-05-29,25
EST_02133,트랜치,3,268000,중앙토목,2021-05-04,2021-06-11,38
EST_02134,보호시설물무단횡단방지시설,2,277000,동화토목,2021-05-04,2021-06-19,46
EST_02135,가로수보호덮개,3,332000,제일안전,2021-05-04,2021-05-31,27
EST_02136,보도블록,2,31000,동화테크,2021-05-04,2021-05-20,16
EST_02137,보도블록,2,28000,대명산업,2021-05-04,2021-05-23,19
EST_02138,트랜치,1,31000,미래시스템,2021-05-05,2021-05-17,12
EST_02139,점자블록,1,16000,중앙건설,2021-05-05,2021-05-15,10
EST_02140,보차도경계석,1,28000,제일토목,2021-05-05,2021-05-22,17
EST_02141,미끄럼틀,1,842000,중앙토목,2021-05-05,2021-06-19,45
EST_02142,보호펜스,3,180000,미래토목,2021-05-05,2021-07-22,78
EST_02143,가로수보호덮개,3,316000,대명시설관리,2021-05-05,2021-06-06,32
EST_02144,점자블록,2,34000,제일조경,2021-05-06,2021-05-24,18
EST_02145,보호펜스,2,123000,미래토목,2021-05-06,2021-06-07,32
EST_02146,등받이있는벤치,2,349000,미래안전,2021-05-06,2021-05-28,22
EST_02147,맨홀,1,287000,대명시설관리,2021-05-06,2021-05-28,22
EST_02148,축구골대,1,596000,현대시스템,2021-05-06,2021-06-05,30
EST_02149,가로수보호덮개,3,386000,한성안전,2021-05-06,2021-06-08,33
EST_02150,보차도경계석,2,58000,한성건설,2021-05-06,2021-06-05,30
EST_02151,가로수보호덮개,2,240000,한성산업,2021-05-06,2021-05-21,15
EST_02152,보호시설물볼라드,3,205000,동화시스템,2021-05-06,2021-06-21,46
EST_02153,달리기,2,1530000,제일안전,2021-05-07,2021-07-09,63
EST_02154,보호펜스,3,217000,신세계건설,2021-05-07,2021-07-04,58
EST_02155,미끄럼틀,3,5215000,중앙산업,2021-05-07,2021-09-23,139
EST_02156,등받이있는벤치,2,411000,미래토목,2021-05-07,2021-06-01,25
EST_02157,트랜치,3,239000,한성토목,2021-05-08,2021-06-21,44
EST_02158,등받이없는벤치,3,408000,중앙안전,2021-05-08,2021-06-30,53
EST_02159,축구골대,2,2076000,제일조경,2021-05-08,2021-07-01,54
EST_02160,보호펜스,2,110000,신세계안전,2021-05-08,2021-06-20,43
EST_02161,보차도경계석,3,120000,신세계테크,2021-05-09,2021-07-07,59
EST_02162,가로수보호덮개,2,204000,태영안전,2021-05-09,2021-05-24,15
EST_02163,그네,1,285000,중앙건설,2021-05-09,2021-07-03,55
EST_02164,보호시설물볼라드,3,243000,신세계시설관리,2021-05-09,2021-06-13,35
EST_02165,보호시설물무단횡단방지시설,3,529000,제일안전,2021-05-10,2021-08-11,93
EST_02166,보호시설물볼라드,3,202000,국토개발,2021-05-10,2021-07-08,59
EST_02167,보호시설물무단횡단방지시설,2,252000,제일토목,2021-05-10,2021-06-11,32
EST_02168,농구대,2,950000,그린플레이,2021-05-10,2021-06-23,44
EST_02169,보도블록,2,23000,중앙안전,2021-05-10,2021-05-27,17
EST_02170,점자블록,1,16000,에코시설,2021-05-11,2021-05-23,12
EST_02171,등받이없는벤치,2,278000,중앙테크,2021-05-11,2021-06-08,28
EST_02172,미끄럼틀,2,1668000,신세계테크,2021-05-11,2021-08-08,89
EST_02173,가로수보호덮개,1,68000,동화테크,2021-05-11,2021-05-22,11
EST_02174,보도블록,2,26000,중앙토목,2021-05-11,2021-05-26,15
EST_02175,맨홀,1,287000,태영안전,2021-05-11,2021-06-02,22
EST_02176,그네,3,2044000,중앙건설,2021-05-11,2021-11-04,177
EST_02177,보도블록,1,15000,한성산업,2021-05-11,2021-05-21,10
EST_02178,등받이있는벤치,3,695000,한성안전,2021-05-12,2021-07-07,56
EST_02179,보호시설물무단횡단방지시설,1,112000,현대시스템,2021-05-12,2021-06-02,21
EST_02180,보호시설물무단횡단방지시설,2,266000,그린플레이,2021-05-12,2021-06-13,32
EST_02181,달리기,1,569000,신세계시설관리,2021-05-13,2021-06-18,36
EST_02182,농구대,2,864000,대명테크,2021-05-13,2021-07-01,49
EST_02183,등받이있는벤치,1,91000,신세계시스템,2021-05-13,2021-05-29,16
EST_02184,보호시설물볼라드,3,257000,중앙테크,2021-05-13,2021-07-08,56
EST_02185,보호시설물무단횡단방지시설,3,394000,신세계시설관리,2021-05-13,2021-07-23,71
EST_02186,보호시설물볼라드,1,65000,미래토목,2021-05-13,2021-05-27,14
EST_02187,맨홀,2,632000,그린플레이,2021-05-13,2021-06-12,30
EST_02188,가로수보호덮개,3,434000,태영테크,2021-05-13,2021-06-07,25
EST_02189,보도블록,2,28000,미래시스템,2021-05-14,2021-06-02,19
